"ptrOffset"	"ptrBytes"	"strOffset"	"strBytes"	"strText"	"translation"
"0001A23A"	"2B8C"	"0001CB9C"	"37 61 36 22 0 29 227 35 41 99 93 100 42 0 88 120 81 28 32 1 254 41 26 57 42 0 35 23 30 18 25 61 27 41 48 1 254 192 61 224 59 19 65"	"なんとか　すべてのテストは　クリアした。
のこるは　てきせいけんさのみ。
がんばろう！"	""
"0001A23C"	"2BB8"	"0001CBC8"	"26 41 28 25 61 205 21 33 57 36 0 25 18 27 34 41 254 28 196 36 192 0 205 23 37 24 37 57 1 254 206 19 28 35 51 0 196 19 22 24 30 40 224 185 185 185 1"	"このしけんでおちると　けいさつの
しごとが　できなくなる。
どうしても　ごうかくせねば・・・。"	""
"0001A23E"	"2BE8"	"0001CBF8"	"196 19 22 24 0 21 50 205 36 19 1 254 26 61 206 42 0 25 18 27 34 192 15 26 19 41 0 46 19 45 254 18 15 35 24 202 27 18 1"	"ごうかく　おめでとう。
こんどは　けいさつがっこうの　ほうへ
いってください。"	""
"0001A240"	"2C10"	"0001CC20"	"26 15 22 28 25 61 38 0 196 19 22 24 28 32 0 43 36 28 22 254 42 18 58 47 30 61 1"	"こっかしけんに　ごうかくした　ひとしか
はいれません。"	""
"0001A242"	"2C2C"	"0001CC3C"	"23 14 19 22 61 41 0 42 37 28 202 36 0 18 47 254 46 61 33 14 19 41 46 19 198 12 0 21 21 23 37 198 25 61 41 254 33 14 19 27 6 0 28 35 18 57 55 28 18 54 1"	"きょうかんの　はなしだと　いま
ほんちょうのほうじゃ　おおきなじけんの
ちょうさを　しているらしいよ。"	""
"0001A244"	"2C60"	"0001CC70"	"25 18 27 34 22 61 42 0 22 55 202 192 28 46 61 202 65 254 23 32 20 29 193 57 15 35 26 36 42 37 18 201 65"	"けいさつかんは　からだがしほんだ！
きたえすぎるってことはないぞ！"	""
"0001A246"	"2C82"	"0001CC92"	"173 174 27 58 37 18 0 25 18 27 34 22 61 42 0 47 33 41 254 43 36 22 55 0 23 55 60 58 57 201 1"	"信用されない　けいさつかんは　まちの
ひとから　きらわれるぞ。"	""
"0001A248"	"2CA2"	"0001CCB2"	"26 26 205 0 42 37 28 6 0 29 227 35 23 18 32 55 254 198 15 27 18 38 195 61 224 38 205 35 0 25 18 25 61 6 254 34 49 202 25 202 22 55 0 25 18 27 34 28 14 41 0 46 19 45"	"ここで　はなしを　すべてきいたら
じっさいにげんばにでて　けいけんを
つむだけだから　けいさつしょの　ほうへ"	""
"0001A24A"	"2CD9"	"0001CCE9"	"18 15 35 24 58 32 47 20 1"	"いってくれたまえ。"	""
"0001A24C"	"2CE3"	"0001CCF3"	"25 18 27 34 28 14 38 0 37 38 22 54 19 22 18 143"	"けいさつしょに　なにかようかい？"	""
"0001A24E"	"2CF4"	"0001CD04"	"18 47 0 129 129 128 224 61 34 19 46 19 192 0 42 18 15 32 1 254 18 197 22 52 205 0 89 125 86 192 0 21 23 32 54 19 202 1 254 33 12 24 38 61 31 19 31 19 202 192 0 23 48 38 0 18 15 35"	"いま　１１０ばんつうほうが　はいった。
いざかやで　ケンカが　おきたようだ。
ちゃくにんそうそうだが　きみに　いって"	""
"0001A250"	"2D2F"	"0001CD3F"	"51 55 18 32 18 1 192 61 224 15 35 24 58 32 47 20 1"	"もらいたい。がんばってくれたまえ。"	""
"0001A252"	"2D41"	"0001CD51"	"18 47 0 36 56 28 55 227 33 13 19 202 1 254 47 32 0 17 36 205 23 35 24 58 1"	"いま　とりしらべちゅうだ。
また　あとできてくれ。"	""
"0001A254"	"2D5B"	"0001CD6B"	"60 32 28 42 0 48 61 37 22 55 0 17 18 27 58 57 254 25 18 27 34 22 61 38 37 56 32 18 1 254 31 41 32 50 38 42 0 173 174 27 58 57 26 36 202 1"	"わたしは　みんなから　あいされる
けいさつかんになりたい。
そのためには　信用されることだ。"	""
"0001A256"	"2D8A"	"0001CD9A"	"26 18 34 42 0 17 52 28 18 36 0 21 51 15 32 55 254 26 41 0 35 33 14 19 6 34 22 19 61 202 201 1 254 18 18 22 65 26 41 26 36 224 60 29 58 57 37 54 65"	"こいつは　あやしいと　おもったら
この　てちょうをつかうんだぞ。
いいか！このことばわすれるなよ！"	""
"0001A258"	"2DBC"	"0001CDCC"	"25 18 27 34 35 33 14 19 6 0 35 38 18 58 32 1"	"けいさつてちょうを　てにいれた。"	""
"0001A25A"	"2DCD"	"0001CDDD"	"18 55 15 28 12 18 65 0 37 61 50 18 27 47 205 29 22 143"	"いらっしゃい！　なんめいさまですか？"	""
"0001A25C"	"2DE0"	"0001CDF0"	"52 15 36 0 23 35 24 58 47 28 32 40 1 254 42 52 24 0 89 125 86 6 0 36 50 35 24 202 27 18 1 254 26 41 47 47 202 36 0 48 30 192 0 114 97 76 88 97 76 38"	"やっと　きてくれましたね。
はやく　ケンカを　とめてください。
このままだと　みせが　メチャクチャに"	""
"0001A25E"	"2E13"	"0001CE23"	"37 15 35 28 47 18 47 29 1"	"なってしまいます。"	""
"0001A260"	"2E1D"	"0001CE2D"	"23 48 38 0 206 41 24 55 18 0 30 15 36 24 56 14 24 192 254 17 57 22 42 0 26 41 89 125 86 41 0 33 13 19 27 18 38 254 22 22 60 15 35 24 57 201 1"	"きみに　どのくらい　せっとくりょくが
あるかは　このケンカの　ちゅうさいに
かかわってくるぞ。"	""
"0001A262"	"2E4D"	"0001CE5D"	"228 24 41 0 42 34 28 196 36 202 1 254 37 61 36 22 28 35 0 89 125 86 6 0 36 50 37 24 35 42 1"	"ぼくの　はつしごとだ。
なんとかして　ケンカを　とめなくては。"	""
"0001A264"	"2E6D"	"0001CE7D"	"206 19 51 0 196 24 59 19 27 47 205 28 32 1 254 25 18 27 34 28 14 41 0 46 19 45 0 51 206 15 35 254 192 61 224 15 35 24 202 27 18 40 1"	"どうも　ごくろうさまでした。
けいさつしょの　ほうへ　もどって
がんばってくださいね。"	""
"0001A266"	"2E99"	"0001CEA9"	"196 24 59 19 27 47 1"	"ごくろうさま。"	""
"0001A268"	"2EA1"	"0001CEB1"	"36 56 28 55 227 205 0 60 22 15 32 26 36 37 61 202 192 254 38 30 41 231 119 125 222 28 14 19 43 61 6 0 19 56 27 224 24 254 17 24 28 34 37 0 22 18 28 12 192 17 57 1"	"とりしらべで　わかったことなんだが
にせのブランドしょうひんを　うりさばく
あくしつな　かいしゃがある。"	""
"0001A26A"	"2ED6"	"0001CEE6"	"23 48 42 0 32 202 33 38 0 195 61 224 38 49 22 15 35 24 58 1"	"きみは　ただちに　げんばにむかってくれ。"	""
"0001A26C"	"2EEB"	"0001CEFB"	"60 57 18 52 34 46 206 0 19 31 42 0 19 47 18 22 55 40 1 254 25 15 28 35 0 202 47 27 58 33 12 18 25 37 18 54 1 254 29 18 56 29 57 0 171 175 192 37 18 36 0 19 31 51"	"わるいやつほど　うそは　うまいからね。
けっして　だまされちゃいけないよ。
すいりする　知力がないと　うそも"	""
"0001A26E"	"2F22"	"0001CF32"	"48 52 226 58 37 18 22 55 40 1"	"みやぶれないからね。"	""
"0001A270"	"2F2D"	"0001CF3D"	"26 41 47 33 41 0 33 17 61 6 0 47 51 15 35 18 24 38 42 254 60 58 60 58 192 0 192 61 224 57 28 22 37 18 41 202 1 254 23 48 51 0 192 61 224 15 35 24 58 32 47 20 1"	"このまちの　ちあんを　まもっていくには
われわれが　がんばるしかないのだ。
きみも　がんばってくれたまえ。"	""
"0001A272"	"2F63"	"0001CF73"	"25 18 27 34 41 22 32 192 0 26 41 60 32 28 38 0 37 61 41 254 196 54 19 205 29 22 143 60 32 28 42 0 60 57 18 26 36 42 254 28 35 18 47 30 61 54 1"	"けいさつのかたが　このわたしに　なんの
ごようですか？わたしは　わるいことは
していませんよ。"	""
"0001A274"	"2F93"	"0001CFA3"	"26 41 47 20 22 15 32 0 231 119 125 222 28 14 19 43 61 42 254 38 30 51 41 202 15 32 61 205 29 1 24 52 28 18 37 17 1"	"このまえかった　ブランドしょうひんは
にせものだったんです。くやしいなあ。"	""
"0001A276"	"2FB9"	"0001CFC9"	"27 18 23 61 0 231 119 125 222 28 14 19 43 61 192 0 52 29 18 254 40 202 61 205 0 19 15 35 18 57 61 205 29 54 1 254 37 38 22 0 17 52 28 18 36 0 21 51 18 47 30 61 22 143"	"さいきん　ブランドしょうひんが　やすい
ねだんで　うっているんですよ。
なにか　あやしいと　おもいませんか？"	""
"0001A278"	"2FF0"	"0001D000"	"231 119 125 222 28 14 19 43 61 192 0 52 29 18 40 202 61 205 254 35 38 42 18 15 32 61 202 1 254 19 55 52 47 28 18 205 28 14 19 1"	"ブランドしょうひんが　やすいねだんで
てにはいったんだ。
うらやましいでしょう。"	""
"0001A27A"	"3019"	"0001D029"	"198 25 61 6 0 22 18 25 34 29 57 32 225 38 254 25 18 27 34 28 14 38 0 51 206 15 32 46 19 192 18 18 54 1"	"じけんを　かいけつするたびに
けいさつしょに　もどったほうがいいよ。"	""
"0001A27C"	"303C"	"0001D04C"	"18 55 15 28 12 18 47 30 1 254 26 41 28 14 19 43 61 42 0 231 119 125 222 51 41 205 29 192 254 17 37 32 38 37 55 0 52 29 24 0 21 19 56 28 47 29 54 1"	"いらっしゃいませ。
このしょうひんは　ブランドものですが
あなたになら　やすく　おうりしますよ。"	""
"0001A27E"	"306D"	"0001D07D"	"19 33 41 0 22 18 28 12 192 0 38 30 41 231 119 125 222 254 28 14 19 43 61 6 0 19 15 35 18 57 36 143 31 26 47 205 254 18 19 41 205 28 32 55 0 28 55 227 35 48 35 24 202 27 18 1"	"うちの　かいしゃが　にせのブランド
しょうひんを　うっていると？そこまで
いうのでしたら　しらべてみてください。"	""
"0001A280"	"30A6"	"0001D0B6"	"19 31 6 0 48 52 226 15 35 0 26 41 22 18 28 12 41 254 17 24 198 6 0 17 224 18 35 52 57 61 202 1"	"うそを　みやぶって　このかいしゃの
あくじを　あばいてやるんだ。"	""
"0001A282"	"30C7"	"0001D0D7"	"37 61 36 22 28 35 0 38 30 231 119 125 222 192 18 28 12 41 254 35 23 42 34 6 0 30 18 26 19 27 30 37 24 35 42 185 185 185 1"	"なんとかして　にせブランドがいしゃの
てきはつを　せいこうさせなくては・・・。"	""
"0001A284"	"30EF"	"0001D0FF"	"33 24 28 14 19 65 0 51 19 29 26 28 205 0 28 14 19 43 61 41 254 29 227 35 192 0 19 58 32 22 51 28 58 37 18 41 38 65 254 52 15 240 56 0 60 57 18 26 36 42 0 205 23 37 18 41 22 65"	"ちくしょう！　もうすこしで　しょうひんの
すべてが　うれたかもしれないのに！
やっぱり　わるいことは　できないのか！"	""
"0001A286"	"312A"	"0001D13A"	"253 0 42 0 38 30 231 119 125 222 192 18 28 12 41 254 35 23 42 34 38 0 30 18 26 19 28 32 1 254 27 17 4 25 18 27 34 28 14 38 0 51 206 59 19 1"	"[FD 00]は　にせブランドがいしゃの
てきはつに　せいこうした。
さあ、けいさつしょに　もどろう。"	""
"0001A288"	"3159"	"0001D169"	"54 24 192 61 224 15 32 40 1"	"よくがんばったね。"	""
"0001A28A"	"3163"	"0001D173"	"23 48 41 0 21 22 195 205 0 226 198 38 0 198 25 61 192 254 22 18 25 34 28 32 54 1"	"きみの　おかげで　ぶじに　じけんが
かいけつしたよ。"	""
"0001A28C"	"317E"	"0001D18E"	"33 22 196 59 0 221 245 80 100 205 0 93 120 41 0 43 192 18 192 254 21 21 24 35 40 1 0 31 26 205 0 23 48 38 0 195 61 224 47 205 254 18 15 35 0 93 120 6 34 22 47 20 35 46 28 18 1"	"ちかごろ　デパートで　スリの　ひがいが
おおくてね。　そこで　きみに　げんばまで
いって　スリをつかまえてほしい。"	""
"0001A28E"	"31B8"	"0001D1C8"	"38 195 17 28 41 0 42 52 18 0 42 61 38 61 192 0 18 57 22 55 254 26 33 55 51 0 172 175 6 34 25 35 0 42 61 38 61 6 254 21 60 37 24 33 12 40 1"	"にげあしの　はやい　はんにんが　いるから
こちらも　体力をつけて　はんにんを
おわなくちゃね。"	""
"0001A290"	"31E8"	"0001D1F8"	"221 245 80 100 45 0 22 18 51 41 38 18 15 32 55 0 91 82 108 6 254 29 55 58 33 12 15 32 54 80 65"	"デパートへ　かいものにいったら　サイフを
すられちゃったよー！"	""
"0001A292"	"3208"	"0001D218"	"93 120 42 0 229 80 211 125 41 17 57 36 23 38 0 54 24 254 21 23 47 29 54 1"	"スリは　バーゲンのあるときに　よく
おきますよ。"	""
"0001A294"	"3221"	"0001D231"	"26 61 206 221 245 80 100 205 0 229 80 211 125 192 254 17 57 61 205 29 54 1"	"こんどデパートで　バーゲンが
あるんですよ。"	""
"0001A296"	"3238"	"0001D248"	"93 120 51 26 60 18 25 206 0 229 80 211 125 38 24 57 254 21 224 27 61 245 124 80 51 26 60 18 54 1"	"スリもこわいけど　バーゲンにくる
おばさんパワーもこわいよ。"	""
"0001A298"	"3257"	"0001D267"	"46 61 198 34 0 36 19 35 61 42 0 52 29 48 36 37 15 35 254 21 56 47 29 1 254 47 32 41 196 55 18 35 61 0 21 47 33 28 47 29 1"	"ほんじつ　とうてんは　やすみとなって
おります。
またのごらいてん　おまちします。"	""
"0001A29A"	"3281"	"0001D291"	"32 202 18 47 54 56 0 229 80 211 125 94 80 121 6 254 42 198 50 47 29 1"	"ただいまより　バーゲンセールを
はじめます。"	""
"0001A29C"	"3298"	"0001D2A8"	"93 120 6 0 195 61 26 19 42 61 205 0 32 18 46 29 57 61 202 65"	"スリを　げんこうはんで　たいほするんだ！"	""
"0001A29E"	"32AD"	"0001D2BD"	"93 120 42 0 29 224 52 18 22 55 0 38 195 202 28 32 55 0 29 194 254 21 60 37 18 36 202 50 202 37 1"	"スリは　すばやいから　にげだしたら　すぐ
おわないとだめだな。"	""
"0001A2A0"	"32CD"	"0001D2DD"	"17 56 192 36 19 196 197 18 47 28 32 1 254 26 58 205 0 21 23 12 24 27 47 38 0 32 41 28 61 205 254 21 22 18 51 41 6 28 35 0 18 32 202 25 47 29 54 1"	"ありがとうございました。
これで　おきゃくさまに　たのしんで
おかいものをして　いただけますよ。"	""
"0001A2A2"	"32FE"	"0001D30E"	"26 61 206 41 0 198 25 61 42 0 29 26 28 50 61 206 19 202 1 254 27 18 23 61 0 230 121 17 55 28 192 0 58 61 201 24 28 35 254 21 23 35 18 57 1"	"こんどの　じけんは　すこしめんどうだ。
さいきん　ビルあらしが　れんぞくして
おきている。"	""
"0001A2A4"	"332C"	"0001D33C"	"31 26 205 0 23 48 38 245 100 123 80 121 28 35 46 28 18 1"	"そこで　きみにパトロールしてほしい。"	""
"0001A2A6"	"333F"	"0001D34F"	"245 100 123 80 121 33 13 19 0 42 61 38 61 6 0 48 34 25 35 254 32 18 46 29 57 38 42 0 172 175 192 0 202 18 198 202 1"	"パトロールちゅう　はんにんを　みつけて
たいほするには　体力が　だいじだ。"	""
"0001A2A8"	"3365"	"0001D375"	"42 61 38 61 42 0 48 34 25 35 22 55 192 0 28 14 19 226 202 1 254 17 18 35 6 0 30 15 36 24 27 30 57 22 0 198 34 56 14 24 254 26 19 28 38 205 57 22 185 185 185 1"	"はんにんは　みつけてからが　しょうぶだ。
あいてを　せっとくさせるか　じつりょく
こうしにでるか・・・。"	""
"0001A2AA"	"339A"	"0001D3AA"	"47 199 42 0 35 192 22 56 6 0 27 192 29 32 50 38 254 23 23 26 48 38 0 18 15 35 24 58 1"	"まずは　てがかりを　さがすために
ききこみに　いってくれ。"	""
"0001A2AC"	"33B8"	"0001D3C8"	"33 22 196 59 0 230 121 17 55 28 15 35 18 19 0 198 25 61 192 254 21 26 15 35 18 57 54 1"	"ちかごろ　ビルあらしっていう　じけんが
おこっているよ。"	""
"0001A2AE"	"33D5"	"0001D3E5"	"198 25 61 192 0 43 36 34 0 22 18 25 34 28 35 51 254 42 61 197 18 42 0 17 36 6 32 32 37 18 40 1"	"じけんが　ひとつ　かいけつしても
はんざいは　あとをたたないね。"	""
"0001A2B0"	"33F6"	"0001D406"	"230 121 17 55 28 192 0 21 23 35 57 15 35 0 23 24 25 206 254 17 55 27 58 32 0 230 121 15 35 0 48 61 37 21 21 23 37 254 230 121 202 15 32 54 1"	"ビルあらしが　おきてるって　きくけど
あらされた　ビルって　みんなおおきな
ビルだったよ。"	""
"0001A2B2"	"3424"	"0001D434"	"31 19 18 20 224 0 45 61 37 21 36 26 192 0 21 21 23 37 254 230 121 41 0 47 20 38 0 19 59 19 59 28 35 18 32 54 1 254 18 59 18 59 37 0 230 121 6 0 17 32 15 35 48 57 61 202 37 1"	"そういえば　へんなおとこが　おおきな
ビルの　まえに　うろうろしていたよ。
いろいろな　ビルを　あたってみるんだな。"	""
"0001A2B4"	"345F"	"0001D46F"	"37 61 41 196 54 19 205 29 22 143 26 41 230 121 41 37 22 205 42 254 37 38 51 198 25 61 42 0 21 23 35 18 47 30 61 54 1"	"なんのごようですか？このビルのなかでは
なにもじけんは　おきていませんよ。"	""
"0001A2B6"	"3485"	"0001D495"	"33 22 196 59 0 230 121 17 55 28 42 0 21 21 23 37 230 121 6 254 40 55 15 35 24 57 31 19 205 29 40 1"	"ちかごろ　ビルあらしは　おおきなビルを
ねらってくるそうですね。"	""
"0001A2B8"	"34A6"	"0001D4B6"	"230 121 17 55 28 42 0 25 18 27 34 6 0 25 18 22 18 28 35 254 37 22 37 22 0 29 192 32 6 0 17 55 60 27 37 18 61 202 1"	"ビルあらしは　けいさつを　けいかいして
なかなか　すがたを　あらわさないんだ。"	""
"0001A2BA"	"34CE"	"0001D4DE"	"42 61 38 61 42 0 48 192 22 57 18 22 55 0 172 175 6 254 22 37 56 0 34 22 19 54 1"	"はんにんは　みがかるいから　体力を
かなり　つかうよ。"	""
"0001A2BC"	"34EA"	"0001D4FA"	"26 41 45 52 192 0 18 33 224 61 0 40 55 60 58 52 29 18 41 205 254 26 26 205 0 42 61 38 61 192 0 17 55 60 58 57 47 205 254 47 33 47 28 14 19 1"	"このへやが　いちばん　ねらわれやすいので
ここで　はんにんが　あらわれるまで
まちましょう。"	""
"0001A2BE"	"3519"	"0001D529"	"31 28 35 185 185 185 34 18 38 230 121 17 55 28 192 254 17 55 60 58 32 65 0 37 61 36 28 35 51 0 34 22 47 20 35 254 32 18 46 28 54 19 1"	"そして・・・ついにビルあらしが
あらわれた！　なんとしても　つかまえて
たいほしよう。"	""
"0001A2C0"	"3545"	"0001D555"	"17 18 35 42 0 22 37 56 48 192 22 57 18 55 28 18 1 254 37 61 36 28 35 51 0 34 22 47 20 37 25 58 224 65"	"あいては　かなりみがかるいらしい。
なんとしても　つかまえなければ！"	""
"0001A2C2"	"3568"	"0001D578"	"230 121 17 55 28 6 0 34 22 47 20 32 15 35 143 254 27 29 192 25 18 27 34 22 61 65"	"ビルあらしを　つかまえたって？
さすがけいさつかん！"	""
"0001A2C4"	"3583"	"0001D593"	"196 24 59 19 27 47 205 28 32 1 254 26 58 205 0 52 15 36 0 54 57 42 28 61 240 18 30 199 254 40 57 26 36 192 0 205 23 47 29 1"	"ごくろうさまでした。
これで　やっと　よるはしんぱいせず
ねることが　できます。"	""
"0001A2C6"	"35AC"	"0001D5BC"	"51 19 29 194 0 28 14 19 28 61 28 25 61 192 17 57 201 1 254 36 19 23 14 19 45 0 18 15 35 0 28 25 61 6 19 25 35 254 23 32 47 20 1"	"もうすぐ　しょうしんしけんがあるぞ。
とうきょうへ　いって　しけんをうけて
きたまえ。"	""
"0001A2C8"	"35D8"	"0001D5E8"	"28 14 19 28 61 28 25 61 192 0 47 51 37 24 42 198 47 57 25 206 254 196 19 22 24 29 57 38 42 0 22 37 56 41 0 171 175 192 254 43 34 54 19 202 201 65"	"しょうしんしけんが　まもなくはじまるけど
ごうかくするには　かなりの　知力が
ひつようだぞ！"	""
"0001A2CA"	"3607"	"0001D617"	"28 14 19 28 61 28 25 61 42 0 36 19 23 14 19 41 254 28 25 61 22 18 198 14 19 205 0 52 57 61 202 1 254 28 14 33 14 19 22 55 0 36 19 23 14 19 47 205 41"	"しょうしんしけんは　とうきょうの
しけんかいじょうで　やるんだ。
しょちょうから　とうきょうまでの"	""
"0001A2CC"	"3639"	"0001D649"	"198 14 19 28 12 25 61 6 0 17 199 22 15 35 18 57 54 1 254 46 55 65 0 19 25 36 56 37 1"	"じょうしゃけんを　あずかっているよ。
ほら！　うけとりな。"	""
"0001A2CE"	"3657"	"0001D667"	"198 14 19 28 12 25 61 6 0 35 38 18 58 32 1"	"じょうしゃけんを　てにいれた。"	""
"0001A2D0"	"3667"	"0001D677"	"26 58 22 55 0 36 56 28 55 227 6 0 42 198 50 57 1 254 48 21 24 56 42 205 23 37 18 201 1"	"これから　とりしらべを　はじめる。
みおくりはできないぞ。"	""
"0001A2D2"	"3685"	"0001D695"	"31 59 31 59 0 17 37 32 42 0 25 18 198 38 37 15 35 51 254 18 18 61 198 12 37 18 205 29 22 143"	"そろそろ　あなたは　けいじになっても
いいんじゃないですか？"	""
"0001A2D4"	"36A4"	"0001D6B4"	"47 51 37 24 0 36 19 23 14 19 205 0 28 14 19 28 61 254 28 25 61 192 0 42 198 47 56 47 29 40 1"	"まもなく　とうきょうで　しょうしん
しけんが　はじまりますね。"	""
"0001A2D6"	"36C4"	"0001D6D4"	"17 37 32 38 42 0 18 47 47 205 41 0 198 15 30 23 192 254 17 56 47 29 1 254 192 61 224 15 35 0 25 18 198 38 37 15 35 24 202 27 18 1"	"あなたには　いままでの　じっせきが
あります。
がんばって　けいじになってください。"	""
"0001A2D8"	"36EF"	"0001D6FF"	"28 25 61 41 51 61 202 18 42 0 36 15 35 51 49 199 22 28 18 41 205 254 36 26 59 206 26 59 0 86 125 205 0 26 32 20 35 18 24 28 22 254 37 18 48 32 18 202 40 1"	"しけんのもんだいは　とってもむずかしいので
ところどころ　カンで　こたえていくしか
ないみたいだね。"	""
"0001A2DA"	"3722"	"0001D732"	"28 14 19 28 61 28 25 61 192 0 42 198 47 15 32 185 185 185 1 254 43 15 23 28 25 61 192 0 226 198 38 21 60 56 0 34 193 41 254 50 61 30 34 38 0 42 18 15 35 18 15 32 1"	"しょうしんしけんが　はじまった・・・。
ひっきしけんが　ぶじにおわり　つぎの
めんせつに　はいっていった。"	""
"0001A2DC"	"3758"	"0001D768"	"28 25 61 22 61 32 33 38 0 17 37 32 41 254 25 18 198 36 28 35 41 31 28 34 6 0 48 30 35 52 58 1"	"しけんかんたちに　あなたの
けいじとしてのそしつを　みせてやれ。"	""
"0001A2DE"	"3779"	"0001D789"	"18 47 47 205 41 0 198 15 30 23 6 18 22 28 35 254 192 61 224 57 201 65"	"いままでの　じっせきをいかして
がんばるぞ！"	""
"0001A2E0"	"3790"	"0001D7A0"	"21 50 205 36 19 1 23 14 19 22 55 23 48 42 25 18 198 202 1 254 27 15 31 24 25 18 28 33 14 19 41 46 19 45 254 18 15 35 24 58 32 47 20 1"	"おめでとう。きょうからきみはけいじだ。
さっそくけいしちょうのほうへ
いってくれたまえ。"	""
"0001A2E2"	"37BD"	"0001D7CD"	"192 61 224 15 35 24 202 27 18 1"	"がんばってください。"	""
"0001A2E4"	"37C8"	"0001D7D8"	"28 14 19 28 61 28 25 61 38 0 196 19 22 24 28 32 55 254 26 26 45 23 35 24 202 27 18 1"	"しょうしんしけんに　ごうかくしたら
ここへきてください。"	""
"0001A2E6"	"37E5"	"0001D7F5"	"23 35 51 55 15 32 224 22 56 205 60 57 18 192 0 27 15 31 24 254 23 48 38 51 0 42 61 38 61 41 0 36 56 28 55 227 6 254 35 34 202 15 35 51 55 19 54 1"	"きてもらったばかりでわるいが　さっそく
きみにも　はんにんの　とりしらべを
てつだってもらうよ。"	""
"0001A2E8"	"3816"	"0001D826"	"42 61 38 61 36 0 18 59 18 59 42 37 28 17 15 35 254 42 24 198 14 19 27 30 54 19 1"	"はんにんと　いろいろはなしあって
はくじょうさせよう。"	""
"0001A2EA"	"3832"	"0001D842"	"17 18 35 42 0 196 19 198 14 19 37 52 34 202 22 55 254 31 19 22 61 32 61 38 0 42 24 198 14 19 28 31 19 38 37 18 1 254 28 22 28 0 37 61 36 22 28 35 0 42 22 30 37 24 35 42 1"	"あいては　ごうじょうなやつだから
そうかんたんに　はくじょうしそうにない。
しかし　なんとかして　はかせなくては。"	""
"0001A2EC"	"386C"	"0001D87C"	"23 48 42 0 19 60 27 206 19 56 41 0 43 36 202 40 1 254 17 15 36 18 19 47 38 0 42 61 38 61 6 0 42 24 198 14 19 254 27 30 33 47 19 37 61 35 0 29 196 18 37 17 1"	"きみは　うわさどうりの　ひとだね。
あっというまに　はんにんを　はくじょう
させちまうなんて　すごいなあ。"	""
"0001A2EE"	"38A2"	"0001D8B2"	"25 18 198 38 37 15 32 55 0 17 34 22 19 198 25 61 51 254 22 37 56 22 60 15 35 24 57 22 55 37 1 254 31 41 36 23 42 61 202 61 29 57 0 171 175 6 34 25 59 65"	"けいじになったら　あつかうじけんも
かなりかわってくるからな。
そのときはんだんする　知力をつけろ！"	""
"0001A2F0"	"38D5"	"0001D8E5"	"42 61 38 61 6 22 18 28 61 27 30 57 38 42 254 23 48 198 28 61 0 173 174 27 58 35 18 37 18 36 254 202 50 202 201 1"	"はんにんをかいしんさせるには
きみじしん　信用されていないと
だめだぞ。"	""
"0001A2F2"	"38FA"	"0001D90A"	"17 32 55 28 24 0 42 18 15 32 0 25 18 198 27 61 202 40 1 254 23 48 42 0 25 18 27 34 38 0 18 33 224 61 32 18 30 34 37 254 51 41 42 0 37 38 22 60 22 57 22 40 143"	"あたらしく　はいった　けいじさんだね。
きみは　けいさつに　いちばんたいせつな
ものは　なにかわかるかね？"	""
"0001A2F4"	"3930"	"0001D940"	"31 19 0 25 18 27 34 42 0 43 36 22 55 41 173 174 36 254 31 41 36 23 32 18 28 14 205 23 57 0 171 175 37 41 202 1 254 23 48 38 0 228 19 202 61 97 78 79 87 6 0 60 32 31 19 1"	"そう　けいさつは　ひとからの信用と
そのときたいしょできる　知力なのだ。
きみに　ぼうだんチョッキを　わたそう。"	""
"0001A2F6"	"3969"	"0001D979"	"228 19 202 61 97 78 79 87 6 0 35 38 18 58 32 1"	"ぼうだんチョッキを　てにいれた。"	""
"0001A2F8"	"397A"	"0001D98A"	"46 61 36 38 0 60 22 55 37 18 36 18 19 41 22 40 65"	"ほんとに　わからないというのかね！"	""
"0001A2FA"	"398C"	"0001D99C"	"51 19 18 33 206 0 26 26 38 18 57 43 36 32 33 41 42 37 28 6 254 23 24 26 36 202 40 1 0 26 61 37 26 36 198 12 254 23 48 38 0 228 19 202 61 97 78 79 87 6 60 32 30 37 18 40 1"	"もういちど　ここにいるひとたちのはなしを
きくことだね。　こんなことじゃ
きみに　ぼうだんチョッキをわたせないね。"	""
"0001A2FC"	"39C6"	"0001D9D6"	"198 34 42 0 30 61 202 18 41 46 19 205 0 17 57 198 25 61 192 254 21 26 15 32 41 202 192 0 206 19 51 31 41 198 25 61 42 254 47 20 22 55 0 60 58 60 58 192 0 21 15 35 18 32 198 25 61 36"	"じつは　せんだいのほうで　あるじけんが
おこったのだが　どうもそのじけんは
まえから　われわれが　おっていたじけんと"	""
"0001A2FE"	"3A01"	"0001DA11"	"22 61 25 18 192 0 17 57 41 202 1 254 31 26 205 0 23 48 38 0 30 61 202 18 47 205 254 18 15 35 51 55 18 32 18 1 32 41 61 202 201 1"	"かんけいが　あるのだ。
そこで　きみに　せんだいまで
いってもらいたい。たのんだぞ。"	""
"0001A300"	"3A2C"	"0001DA3C"	"26 41 33 22 24 205 0 27 34 198 61 198 25 61 192 254 21 23 32 55 28 18 54 1"	"このちかくで　さつじんじけんが
おきたらしいよ。"	""
