"evPtrOffset"	"evType"	"evOffset"	"evPartOffset"	"codeBytes"	"codeData"	"linesUsed"	"strText"	"translation"
"0144"	"text"	"167A"	"1680"	""	""	"2 693 45"	"Ｃｏｍ：発信者不明の通信が強制的に割り込んで来ました。[1F]
スクリーンに表示します。[1F]"	""
"0144"	"code"	"167A"	"1686"	"D0 24"	"screenMode: high res, op: setPortrait = Jack Unaia"	""	""	""
"0144"	"code"	"167A"	"1688"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0144"	"text"	"167A"	"168A"	""	""	"694 76 695 696 697 76 698 699 700 377 701"	"私が「太陽風」のリーダー、
ジャック・ユナイアだ。[1F]
よくここまで来たな。[1F]
お前が、我等「太陽風」に被害を与えた事はほめてやろう。[1F]
_
しかし、それもここまでだ。[1F]
お前には新型宇宙艇カティサークの餌食になってもらう。[1F]"	""
"0144"	"code"	"167A"	"16A0"	"79 59"	"control7, cCode: 9, value: 89"	""	""	""
"0144"	"code"	"167A"	"16A2"	"7B FF"	"control7, cCode: 11, value: 255"	""	""	""
"0148"	"code"	"16A4"	"16A4"	"88 17"	"bitOps, set bit 7 on var 0x02"	""	""	""
"0148"	"code"	"16A4"	"16A6"	"79 0F"	"control7, cCode: 9, value: 15"	""	""	""
"0148"	"code"	"16A4"	"16A8"	"7B FF"	"control7, cCode: 11, value: 255"	""	""	""
"0148"	"code"	"16A4"	"16AA"	"8A 7C"	"bitOps, set bit 4 on var 0x4F"	""	""	""
"0148"	"code"	"16A4"	"16AC"	"79 00"	"control7, cCode: 9, value: 0"	""	""	""
"0148"	"code"	"16A4"	"16AE"	"79 35"	"control7, cCode: 9, value: 53"	""	""	""
"0148"	"code"	"16A4"	"16B0"	"79 14"	"control7, cCode: 9, value: 20"	""	""	""
"0148"	"code"	"16A4"	"16B2"	"7D 00"	"control7, cCode: 13, value: 0: Set scene timeout"	""	""	""
"014C"	"code"	"16B4"	"16B4"	"D0 63"	"screenMode: low res"	""	""	""
"014C"	"code"	"16B4"	"16B6"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"014C"	"text"	"16B4"	"16B8"	""	""	"2 42 24 43 44 45"	"Ｃｏｍ：ダニエル・ギブスン様から通信が入っています。[1F]
スクリーンに表示します。[1F]"	""
"014C"	"code"	"16B4"	"16C4"	"F0 08"	"setBGM: 8"	""	""	""
"014C"	"code"	"16B4"	"16C6"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"014C"	"code"	"16B4"	"16C8"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"014C"	"text"	"16B4"	"16CA"	""	""	"702 46 152"	"よう、ブライアン。[1F]"	""
"014C"	"code"	"16B4"	"16D0"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"014C"	"code"	"16B4"	"16D2"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"014C"	"text"	"16B4"	"16D4"	""	""	"703 24 704"	"どうしたんだ、ギブスン。
何か用か？[1F]"	""
"014C"	"code"	"16B4"	"16DA"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"014C"	"code"	"16B4"	"16DC"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"014C"	"text"	"16B4"	"16DE"	""	""	"705 164 706 707 76 708"	"なに、マサシから連絡があったんだ。
お前が太陽風の基地を探しているから情報屋を紹介しろってな。[1F]"	""
"014C"	"code"	"16B4"	"16EA"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"014C"	"code"	"16B4"	"16EC"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"014C"	"text"	"16B4"	"16EE"	""	""	"709"	"律儀な奴だな。[1F]"	""
"014C"	"code"	"16B4"	"16F0"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"014C"	"code"	"16B4"	"16F2"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"014C"	"text"	"16B4"	"16F4"	""	""	"710 711"	"あぁ。
奴には借りが多くてな。[1F]
そういう訳だから、ここは素直に奴の好意をうけろよ。[1F]"	""
"014C"	"code"	"16B4"	"16F8"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"014C"	"code"	"16B4"	"16FA"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"014C"	"text"	"16B4"	"16FC"	""	""	"712"	"あぁ、そうさせて貰おう。[1F]"	""
"014C"	"code"	"16B4"	"16FE"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"014C"	"code"	"16B4"	"1700"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"014C"	"text"	"16B4"	"1702"	""	""	"713 714 715 716"	"じゃあ、座標
　　Ｘ：＋００３２
　　Ｙ：−０１５９
　　Ｚ：＋０００１に向かえ。[1F]"	""
"014C"	"code"	"16B4"	"170A"	"83 83"	"bitOps, clear bit 3 on var 0x70"	""	""	""
"014C"	"text"	"16B4"	"170C"	""	""	"717 718 719 720"	"
_
そこで、待機していれば連絡があるはずだ。[1F]情報屋はアルシス将軍と呼ばれている。[1F]"	""
"014C"	"code"	"16B4"	"1714"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"014C"	"code"	"16B4"	"1716"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"014C"	"text"	"16B4"	"1718"	""	""	"721 722 723 724"	"「将軍」か、なんだか芝居がかってるな。
まぁ、いいだろう。そこに行ってみる。[1F]
マサシによろしくな。[1F]"	""
"014C"	"code"	"16B4"	"1720"	"D0 00"	"screenMode: high res, op: setPortrait = Daniel Gibson"	""	""	""
"014C"	"code"	"16B4"	"1722"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"014C"	"text"	"16B4"	"1724"	""	""	"725 46 726"	"無理はするなよ、ブライアン。
じゃあな。[1F]"	""
"0150"	"code"	"172A"	"172A"	"D0 63"	"screenMode: low res"	""	""	""
"0150"	"code"	"172A"	"172C"	"A4 21"	"textControl, speed: 4, sfx: 33"	""	""	""
"0150"	"text"	"172A"	"172E"	""	""	"2 727 728 729"	"Ｃｏｍ：警告します。
微弱なレーザーパルスを検出しました。
一種のセンサーのものと思われます。[1F]"	""
"0150"	"code"	"172A"	"1736"	"8B 83"	"bitOps, set bit 3 on var 0x70"	""	""	""
"0150"	"code"	"172A"	"1738"	"83 84"	"bitOps, clear bit 4 on var 0x70"	""	""	""
"0150"	"code"	"172A"	"173A"	"79 00"	"control7, cCode: 9, value: 0"	""	""	""
"0150"	"code"	"172A"	"173C"	"79 55"	"control7, cCode: 9, value: 85"	""	""	""
"0150"	"code"	"172A"	"173E"	"79 64"	"control7, cCode: 9, value: 100"	""	""	""
"0150"	"code"	"172A"	"1740"	"7D 00"	"control7, cCode: 13, value: 0: Set scene timeout"	""	""	""
"0154"	"code"	"1742"	"1742"	"D0 63"	"screenMode: low res"	""	""	""
"0154"	"code"	"1742"	"1744"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"0154"	"text"	"1742"	"1746"	""	""	"2 730 731"	"Ｃｏｍ：指定された領域を離脱しました。
センサーの反応もありません。[1F]"	""
"0154"	"code"	"1742"	"174C"	"79 00"	"control7, cCode: 9, value: 0"	""	""	""
"0154"	"code"	"1742"	"174E"	"79 54"	"control7, cCode: 9, value: 84"	""	""	""
"0154"	"code"	"1742"	"1750"	"79 00"	"control7, cCode: 9, value: 0"	""	""	""
"0154"	"code"	"1742"	"1752"	"7D 00"	"control7, cCode: 13, value: 0: Set scene timeout"	""	""	""
"0154"	"code"	"1742"	"1754"	"8B 84"	"bitOps, set bit 4 on var 0x70"	""	""	""
"0154"	"code"	"1742"	"1756"	"83 83"	"bitOps, clear bit 3 on var 0x70"	""	""	""
"0158"	"code"	"1758"	"1758"	"D0 63"	"screenMode: low res"	""	""	""
"0158"	"code"	"1758"	"175A"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"0158"	"text"	"1758"	"175C"	""	""	"2 719 732 44 45"	"Ｃｏｍ：アルシス将軍と名乗る人物から通信が入っています。[1F]
スクリーンに表示します。[1F]"	""
"0158"	"code"	"1758"	"1766"	"F0 08"	"setBGM: 8"	""	""	""
"0158"	"code"	"1758"	"1768"	"D0 1E"	"screenMode: high res, op: setPortrait = Lean Kirk"	""	""	""
"0158"	"code"	"1758"	"176A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0158"	"text"	"1758"	"176C"	""	""	"733 193 734 52 735 627 46 230 736"	"ようこそ、ハンター君。[1F]
スタークルーザーなどに乗っているところをみれば、君がブライアン・ライトかね？[1F]"	""
"0158"	"code"	"1758"	"177E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0158"	"code"	"1758"	"1780"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0158"	"text"	"1758"	"1782"	""	""	"498"	"あぁ、そうだ。[1F]"	""
"0158"	"code"	"1758"	"1784"	"D0 1E"	"screenMode: high res, op: setPortrait = Lean Kirk"	""	""	""
"0158"	"code"	"1758"	"1786"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0158"	"text"	"1758"	"1788"	""	""	"737"	"それで、何が知りたいのかな？[1F]"	""
"0158"	"code"	"1758"	"178A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0158"	"code"	"1758"	"178C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0158"	"text"	"1758"	"178E"	""	""	"76 738"	"太陽風の基地を探している。[1F]"	""
"0158"	"code"	"1758"	"1792"	"D0 1E"	"screenMode: high res, op: setPortrait = Lean Kirk"	""	""	""
"0158"	"code"	"1758"	"1794"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0158"	"text"	"1758"	"1796"	""	""	"739"	"＄２０００で、どうだね？"	""
"0158"	"code"	"1758"	"1798"	"E0 00"	"wait, mode: 0"	""	""	""
"0158"	"code"	"1758"	"179A"	"33 2F"	"skipNextOnBitCheck, bit 7 is clear on var 0x65"	""	""	""
"0158"	"code"	"1758"	"179C"	"60 07"	"skipCodes: 7 => 17AC"	""	""	""
"0158"	"code"	"1758"	"179E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0158"	"code"	"1758"	"17A0"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0158"	"text"	"1758"	"17A2"	""	""	"649"	"いや、やめておこう。[1F]"	""
"0158"	"code"	"1758"	"17A4"	"D0 1E"	"screenMode: high res, op: setPortrait = Lean Kirk"	""	""	""
"0158"	"code"	"1758"	"17A6"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0158"	"text"	"1758"	"17A8"	""	""	"740"	"そうか、残念だ。[1F]"	""
"0158"	"code"	"1758"	"17AA"	"0F 00"	"exit"	""	""	""
"0158"	"code"	"1758"	"17AC"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0158"	"code"	"1758"	"17AE"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0158"	"text"	"1758"	"17B0"	""	""	"429"	"よかろう。[1F]"	""
"0158"	"code"	"1758"	"17B2"	"70 00"	"control7, cCode: 0, value: 0: check if money is greater than value x 100"	""	""	""
"0158"	"code"	"1758"	"17B4"	"70 14"	"control7, cCode: 0, value: 20: check if money is greater than value x 100"	""	""	""
"0158"	"code"	"1758"	"17B6"	"3B 2E"	"skipNextOnBitCheck, bit 6 is set on var 0x65"	""	""	""
"0158"	"code"	"1758"	"17B8"	"60 04"	"skipCodes: 4 => 17C2"	""	""	""
"0158"	"code"	"1758"	"17BA"	"D0 1E"	"screenMode: high res, op: setPortrait = Lean Kirk"	""	""	""
"0158"	"code"	"1758"	"17BC"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0158"	"text"	"1758"	"17BE"	""	""	"741"	"金が足りないようだ。また来てくれたまえ。[1F]"	""
"0158"	"code"	"1758"	"17C0"	"0F 00"	"exit"	""	""	""
"0158"	"code"	"1758"	"17C2"	"71 14"	"control7, cCode: 1, value: 20: Reduce money, value x 100"	""	""	""
"0158"	"code"	"1758"	"17C4"	"D0 1E"	"screenMode: high res, op: setPortrait = Lean Kirk"	""	""	""
"0158"	"code"	"1758"	"17C6"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0158"	"text"	"1758"	"17C8"	""	""	"76 742 743 744 745"	"太陽風の基地は、大規模なものが４か所。
もっとも、小さなものまで数えればキリがない程だが・・・。[1F]
_
４か所の内、木星ステーション、水星、地球の各基地は君が壊滅させている。
残る１か所は火星らしい。[1F]"	""
"0158"	"code"	"1758"	"17D2"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0158"	"code"	"1758"	"17D4"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0158"	"text"	"1758"	"17D6"	""	""	"746"	"わかった。[1F]"	""
"0158"	"code"	"1758"	"17D8"	"88 6D"	"bitOps, set bit 5 on var 0x0D"	""	""	""
"0158"	"code"	"1758"	"17DA"	"8B 84"	"bitOps, set bit 4 on var 0x70"	""	""	""
"015C"	"code"	"17DC"	"17DC"	"7C 02"	"control7, cCode: 12, value: 2: Set BG effect"	""	""	""
"015C"	"code"	"17DC"	"17DE"	"D0 63"	"screenMode: low res"	""	""	""
"015C"	"text"	"17DC"	"17E0"	""	""	"747 748"	"一旦は脱出したが舞い戻ってしまった。[1F]
既に敵基地は爆発を始めていた。[1F]"	""
"015C"	"code"	"17DC"	"17E4"	"76 06"	"control7, cCode: 6, value: 6: Change scene"	""	""	""
"0160"	"code"	"17E6"	"17E6"	"38 6D"	"skipNextOnBitCheck, bit 5 is set on var 0x0D"	""	""	""
"0160"	"code"	"17E6"	"17E8"	"60 05"	"skipCodes: 5 => 17F4"	""	""	""
"0160"	"code"	"17E6"	"17EA"	"79 5D"	"control7, cCode: 9, value: 93"	""	""	""
"0160"	"code"	"17E6"	"17EC"	"7A 00"	"control7, cCode: 10, value: 0"	""	""	""
"0160"	"code"	"17E6"	"17EE"	"79 32"	"control7, cCode: 9, value: 50"	""	""	""
"0160"	"code"	"17E6"	"17F0"	"7A 00"	"control7, cCode: 10, value: 0"	""	""	""
"0160"	"code"	"17E6"	"17F2"	"60 04"	"skipCodes: 4 => 17FC"	""	""	""
"0160"	"code"	"17E6"	"17F4"	"D0 63"	"screenMode: low res"	""	""	""
"0160"	"code"	"17E6"	"17F6"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"0160"	"text"	"17E6"	"17F8"	""	""	"2 749"	"Ｃｏｍ：反応がありません。[1F]"	""
"0164"	"null"	"17FC"	""	""	""	""	""	""
"0168"	"null"	"17FC"	""	""	""	""	""	""
"016C"	"null"	"17FC"	""	""	""	""	""	""
"0170"	"null"	"17FC"	""	""	""	""	""	""
"0174"	"null"	"17FC"	""	""	""	""	""	""
"0178"	"null"	"17FC"	""	""	""	""	""	""
"017C"	"null"	"17FC"	""	""	""	""	""	""
"0180"	"null"	"17FC"	""	""	""	""	""	""
"0184"	"null"	"17FC"	""	""	""	""	""	""
"0188"	"code"	"17FC"	"17FC"	"F0 08"	"setBGM: 8"	""	""	""
"0188"	"code"	"17FC"	"17FE"	"D0 63"	"screenMode: low res"	""	""	""
"0188"	"code"	"17FC"	"1800"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"0188"	"code"	"17FC"	"1802"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0188"	"text"	"17FC"	"1804"	""	""	"46 230 750 69 446 447 751 390 752 753"	"ブライアン・ライトさんですね。
ヨシュア・エイクロイドが貴方をお待ちしております。[1F]
この宇宙港の出口からまっすぐにつきあたった建物へおいでください。[1F]"	""
"0188"	"code"	"17FC"	"1818"	"79 10"	"control7, cCode: 9, value: 16"	""	""	""
"0188"	"code"	"17FC"	"181A"	"7A 00"	"control7, cCode: 10, value: 0"	""	""	""
"0188"	"code"	"17FC"	"181C"	"88 18"	"bitOps, set bit 0 on var 0x03"	""	""	""
"018C"	"code"	"181E"	"181E"	"38 18"	"skipNextOnBitCheck, bit 0 is set on var 0x03"	""	""	""
"018C"	"code"	"181E"	"1820"	"20 61"	"sceneChange: 97 => 0188"	""	""	""
"018C"	"code"	"181E"	"1822"	"30 19"	"skipNextOnBitCheck, bit 1 is clear on var 0x03"	""	""	""
"018C"	"code"	"181E"	"1824"	"60 0B"	"skipCodes: 11 => 183C"	""	""	""
"018C"	"code"	"181E"	"1826"	"F0 08"	"setBGM: 8"	""	""	""
"018C"	"code"	"181E"	"1828"	"D0 63"	"screenMode: low res"	""	""	""
"018C"	"code"	"181E"	"182A"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"018C"	"code"	"181E"	"182C"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"018C"	"text"	"181E"	"182E"	""	""	"446 754 755"	"ヨシュアに会って頂けましたか？[1F]
会って頂かないと私が困ります。[1F]"	""
"018C"	"code"	"181E"	"1834"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"018C"	"code"	"181E"	"1836"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"018C"	"text"	"181E"	"1838"	""	""	"756"	"分かった。会おう。[1F]"	""
"018C"	"code"	"181E"	"183A"	"0F 00"	"exit"	""	""	""
"018C"	"code"	"181E"	"183C"	"76 02"	"control7, cCode: 6, value: 2: Change scene"	""	""	""
"0190"	"code"	"183E"	"183E"	"D0 35"	"screenMode: high res, op: setBackground = Gravity Catapult"	""	""	""
"0190"	"code"	"183E"	"1840"	"30 19"	"skipNextOnBitCheck, bit 1 is clear on var 0x03"	""	""	""
"0190"	"code"	"183E"	"1842"	"60 29"	"skipCodes: 41 => 1896"	""	""	""
"0190"	"code"	"183E"	"1844"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"1846"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"1848"	""	""	"757 46 230 758 69 295 759 760 76 761"	"ふん、貴様がブライアン・ライトか。[1F]
チェレンコフ警部の紹介というからどんな男かと待っていたが・・・気に入らんな。
太陽風を壊滅させたというが、どうせハッタリだろう。[1F]"	""
"0190"	"code"	"183E"	"185C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0190"	"code"	"183E"	"185E"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0190"	"text"	"183E"	"1860"	""	""	"762"	"あんたに気に入られようとは思っていない。[1F]"	""
"0190"	"code"	"183E"	"1862"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"1864"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"1866"	""	""	"763 764"	"一人前の口をきくな。
ここで稼ぎたければ、まず、お前の腕前を見せてもらおうか。[1F]"	""
"0190"	"code"	"183E"	"186A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0190"	"code"	"183E"	"186C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0190"	"text"	"183E"	"186E"	""	""	"765"	"それで、何をすればいい？[1F]"	""
"0190"	"code"	"183E"	"1870"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"1872"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"1874"	""	""	"260 614 766 586 767 768 769 770 771 772"	"テロリストが宇宙ステーション
「アクシス＃３」を占拠している。
兵器の製造を行っているとの事だ。
これに関連する情報の収集とテロリストの一掃を命じる。[1F]
任務が完了したら報告に来い。いいな。[1F]"	""
"0190"	"code"	"183E"	"1888"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0190"	"code"	"183E"	"188A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0190"	"text"	"183E"	"188C"	""	""	"773"	"あぁ。[1F]"	""
"0190"	"code"	"183E"	"188E"	"8A 7C"	"bitOps, set bit 4 on var 0x4F"	""	""	""
"0190"	"code"	"183E"	"1890"	"8A 37"	"bitOps, set bit 7 on var 0x46"	""	""	""
"0190"	"code"	"183E"	"1892"	"88 19"	"bitOps, set bit 1 on var 0x03"	""	""	""
"0190"	"code"	"183E"	"1894"	"0F 00"	"exit"	""	""	""
"0190"	"code"	"183E"	"1896"	"38 1C"	"skipNextOnBitCheck, bit 4 is set on var 0x03"	""	""	""
"0190"	"code"	"183E"	"1898"	"60 07"	"skipCodes: 7 => 18A8"	""	""	""
"0190"	"code"	"183E"	"189A"	"D0 05"	"screenMode: high res, op: setPortrait = Girl_3"	""	""	""
"0190"	"code"	"183E"	"189C"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"0190"	"text"	"183E"	"189E"	""	""	"446 774 29 775"	"ヨシュアでしたら自分のスターシップでここを出ました。[1F]"	""
"0190"	"code"	"183E"	"18A6"	"0F 00"	"exit"	""	""	""
"0190"	"code"	"183E"	"18A8"	"3A 03"	"skipNextOnBitCheck, bit 3 is set on var 0x40"	""	""	""
"0190"	"code"	"183E"	"18AA"	"60 1E"	"skipCodes: 30 => 18E8"	""	""	""
"0190"	"code"	"183E"	"18AC"	"3A 04"	"skipNextOnBitCheck, bit 4 is set on var 0x40"	""	""	""
"0190"	"code"	"183E"	"18AE"	"60 1C"	"skipCodes: 28 => 18E8"	""	""	""
"0190"	"code"	"183E"	"18B0"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"18B2"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"18B4"	""	""	"776 777"	"任務を完了したのか？
早かったな。[1F]"	""
"0190"	"code"	"183E"	"18B8"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0190"	"code"	"183E"	"18BA"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0190"	"text"	"183E"	"18BC"	""	""	"391 778"	"情報カードを手に入れたんでね。
その報告に来た。[1F]"	""
"0190"	"code"	"183E"	"18C0"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"18C2"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"18C4"	""	""	"779 391 780 781 391 782 260 783 784 785 786 260 787 788 784 789"	"では、その情報カードを見せて貰おうか。[1F]
_
ふん、この情報カードをみればテロリストどもが次にフォルダーで何か企んでいるのは見え透いている。
なのにお前はここで何をしているんだ。
テロリスト掃討任務が未完了ではないか！[1F]
早く、フォルダーへ行ってくれ。[1F]"	""
"0190"	"code"	"183E"	"18E4"	"88 1B"	"bitOps, set bit 3 on var 0x03"	""	""	""
"0190"	"code"	"183E"	"18E6"	"0F 00"	"exit"	""	""	""
"0190"	"code"	"183E"	"18E8"	"30 1A"	"skipNextOnBitCheck, bit 2 is clear on var 0x03"	""	""	""
"0190"	"code"	"183E"	"18EA"	"60 07"	"skipCodes: 7 => 18FA"	""	""	""
"0190"	"code"	"183E"	"18EC"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"18EE"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"18F0"	""	""	"790 791 767 792"	"まだ、こんな所にいるのか。[1F]
早くアクシス＃３へ行け。[1F]"	""
"0190"	"code"	"183E"	"18F8"	"0F 00"	"exit"	""	""	""
"0190"	"code"	"183E"	"18FA"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"0190"	"code"	"183E"	"18FC"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0190"	"text"	"183E"	"18FE"	""	""	"767 793 794 795 767 796"	"アクシス＃３は敵の重要拠点だ。[1F]
そこには何か重要な手掛かりがあるはずだ。
もう一度アクシス＃３へ行ってよく探せ！！[1F]"	""
"0190"	"code"	"183E"	"190A"	"0F 00"	"exit"	""	""	""
"0194"	"code"	"190C"	"190C"	"D0 35"	"screenMode: high res, op: setBackground = Gravity Catapult"	""	""	""
"0194"	"code"	"190C"	"190E"	"3A 03"	"skipNextOnBitCheck, bit 3 is set on var 0x40"	""	""	""
"0194"	"code"	"190C"	"1910"	"60 06"	"skipCodes: 6 => 191E"	""	""	""
"0194"	"code"	"190C"	"1912"	"3A 04"	"skipNextOnBitCheck, bit 4 is set on var 0x40"	""	""	""
"0194"	"code"	"190C"	"1914"	"60 04"	"skipCodes: 4 => 191E"	""	""	""
"0194"	"code"	"190C"	"1916"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"0194"	"code"	"190C"	"1918"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0194"	"text"	"190C"	"191A"	""	""	"797"	"ありがとうございました。
貴方のこれからの活躍に期待しています。[1F]　"	""
"0194"	"code"	"190C"	"191C"	"0F 00"	"exit"	""	""	""
"0194"	"code"	"190C"	"191E"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"0194"	"code"	"190C"	"1920"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0194"	"text"	"190C"	"1922"	""	""	"351 766 798 799"	"この宇宙ステーションの心臓部である中央シャフトが乗っ取られてしまい総ての機能がマヒしてしまいました。[1F]"	""
"0194"	"code"	"190C"	"192A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0194"	"code"	"190C"	"192C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0194"	"text"	"190C"	"192E"	""	""	"800"	"それで、奴等の目的は？[1F]"	""
"0194"	"code"	"190C"	"1930"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"0194"	"code"	"190C"	"1932"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0194"	"text"	"190C"	"1934"	""	""	"411 801 802 296"	"異星人使節の襲撃に使う武器の製造です。[1F]"	""
"0194"	"code"	"190C"	"193C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0194"	"code"	"190C"	"193E"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0194"	"text"	"190C"	"1940"	""	""	"803"	"使節を襲う理由は？[1F]"	""
"0194"	"code"	"190C"	"1942"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"0194"	"code"	"190C"	"1944"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0194"	"text"	"190C"	"1946"	""	""	"804"	"何やら宗教上の教義によるものの様です。[1F]"	""
"0194"	"code"	"190C"	"1948"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0194"	"code"	"190C"	"194A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0194"	"text"	"190C"	"194C"	""	""	"805"	"教義？[1F]"	""
"0194"	"code"	"190C"	"194E"	"D0 1D"	"screenMode: high res, op: setPortrait = Man_4"	""	""	""
"0194"	"code"	"190C"	"1950"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0194"	"text"	"190C"	"1952"	""	""	"806 411 807 808"	"人類至上主義というか異星人排斥主義というか・・・。[1F]
反乱を起こした連中の同類みたいなものですよ。[1F]"	""
