"ptrOffset"	"ptrBytes"	"strOffset"	"type"	"name"	"name_translation"	"strText"	"translation"
"0000EB33"	"6043"	"00010243"	"dialogue"	""	""	"ＭＡＸ―ＭＦちが　１３０になった！"	""
"0000EB37"	"6055"	"00010255"	"dialogue"	""	""	"パスワ―ドを　みますか？
　みる(ＰＡＳＳＷＯＲＤ)
　みない(ＣＯＮＴＩＮＵＥ"	""
"0000EB3B"	"607E"	"0001027E"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"ふしぎな　はなしばかりですね。　このま
ちは　のろわれて　いるのでしょうか？"	""
"0000EB3F"	"60A5"	"000102A5"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"やまごやのひとを　つれてこなければ。"	""
"0000EB43"	"60B8"	"000102B8"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"どう　かんしゃしたら　よいのか。"	""
"0000EB47"	"60C9"	"000102C9"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"なんと　おそろしい。"	""
"0000EB4B"	"60D4"	"000102D4"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"パトリックさんの　ゆめは　でんしょうと
おなじね。"	""
"0000EB4F"	"60EE"	"000102EE"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"いったい　なにが・・・"	""
"0000EB53"	"60FA"	"000102FA"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"あんたこそ　きをつけろよ！"	""
"0000EB57"	"6108"	"00010308"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"おれも　きょうかいに　ひなんするか。
でぐちまで　つれてってくれ。"	""
"0000EB5B"	"612A"	"0001032A"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"ここは　ひきうけた。　そのむせんきを　
つかって　ほんぶから　きゅうえんぶっし
をもらおうぜ。"	""
"0000EB5F"	"615A"	"0001035A"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"
こうしんじょうたいが　わるいが　なんと
かなるだろう。"	""
"0000EB63"	"6177"	"00010377"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"キャメロンさんは　クロネンバ―グさんを
たすけに　いきました。"	""
"0000EB67"	"6197"	"00010397"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"わたしたちは　たすかるかしら。"	""
"0000EB6B"	"61A7"	"000103A7"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"キャメロンさん　ずいぶんおそいですね。"	""
"0000EB6F"	"61BB"	"000103BB"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"なにを　はなしてるの？"	""
"0000EB73"	"61C7"	"000103C7"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"わたし　ねむい。"	""
"0000EB77"	"61D0"	"000103D0"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"ぐんそうもたすけて！　ごうじょうで　１
かいくらいじゃ　ついてこないかも　しれ
ないけど・・・"	""
"0000EB7B"	"6200"	"00010400"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"ぐんそうが　さがしてくれた　くすりを　
もっていって　ください。"	""
"0000EB7F"	"6221"	"00010421"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"きみならきっと　このまちをすくえるよ。"	""
"0000EB83"	"6235"	"00010435"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"このじけんの　おかげで　ほようちの　け
んせつどころでは　なくなったわい。　ブ
ラウニングさえ　はんたいしなければ。"	""
"0000EB87"	"6270"	"00010470"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"メダリオンなど　どうでもよいわ。　はや
くわれわれを　あんぜんな　ばしょに　つ
れていかんか。"	""
"0000EB8B"	"62A0"	"000104A0"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"いせきのちかには　いけと　いずみがある
と　きいたことがある。"	""
"0000EB8F"	"62C0"	"000104C0"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"ちかどうに　なにが　あるんだ。"	""
"0000EB93"	"62D0"	"000104D0"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"６つのひかり。　メダリオン。　ほかにも
メダリオンが　あるというのか。"	""
"0000EB97"	"62F4"	"000104F4"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"つかわれていない　ちかどうが　あるはず
なんだが　いりぐちが　わからんのです。"	""
"0000EB9B"	"631C"	"0001051C"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"そうか　いせきの　ちかが・・・なにか　
ありそうだな。"	""
"0000EB9F"	"6338"	"00010538"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"くいものならやるが　おれはいかないぜ。"	""
"0000EBA3"	"634C"	"0001054C"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"スティ―ブンは　いきておる。　わしの　
いうことに　まちがいはない！"	""
"0000EBA7"	"636F"	"0001056F"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"ライラ　このおいぼれにも　きょうりょく
させておくれ。"	""
"0000EBAB"	"638B"	"0001058B"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"このおいぼれは　ばけものにも　きらわれ
たわい。　だいじょうぶじゃよ。"	""
"0000EBAF"	"63AF"	"000105AF"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"たおすのじゃ　ライラ。　クリチャ―ども
は　もはや　なかまではない。"	""
"0000EBB3"	"63D2"	"000105D2"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"スティ―ブンは　どこにいるの！"	""
"0000EBB7"	"63E2"	"000105E2"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"あたし　きょうかいにゆくわ。　オマド―
ンさん　スティ―ブンが　もどってきたら
きょうかいにいると　つたえてね。"	""
"0000EBBB"	"641B"	"0001061B"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"オマド―ンさんを　たすけにいって・・・"	""
"0000EBBF"	"642F"	"0001062F"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"ロメロたいさは　いせきのほうへ　いった
わ。"	""
"0000EBC3"	"6446"	"00010646"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"キャメロンが　たすけにくるまで　もちこ
たえて　みせるわ。　それより　いせきを
もういちど・・・"	""
"0000EBC7"	"6477"	"00010677"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"ロメロ　たいさが・・・"	""
"0000EBCB"	"6483"	"00010683"	"dialogue"	"　　　　　　　
ロメロ　　　　
"	""	"ライラ　あのクリ―チャ―は　よみのみち
を　とおって　あらわれた　しんりゃくし
ゃなんだ・・・
くつうに　かおを　ゆがめる　ロメロ。"	""
"0000EBCF"	"64C6"	"000106C6"	"dialogue"	"　　　　　　　
ロメロ　　　　
"	""	"Ｓ―ＳＷＡＴは　そういう　しんりゃくを
ふせぐため・・・

ロメロのからだが　きっかいに　へんけい
していく！"	""
"0000EBD3"	"64FE"	"000106FE"	"dialogue"	"　　　　　　　
ロメロ　　　　
"	""	"Ｓ―ＳＷＡＴのそうりつを　ようせいした
のは　ブラウニングだ。　よみのみちはき
っと　このちかどうのなかに・・ウッ！　
おれのマシンガンを　もっていけ・・・"	""
"0000EBD7"	"654D"	"0001074D"	"dialogue"	"　　　　　　　
ロメロ　　　　
"	""	"かれはしんだ。　ゆうもうな　Ｓ―ＳＷＡ
Ｔたいちょうの　さいごであった。"	""
"0000EBDB"	"6572"	"00010772"	"dialogue"	""	""	"みずが　あって　すすめない。"	""
"0000EBDF"	"6581"	"00010781"	"dialogue"	""	""	"としょかんあとの　ようだ。"	""
"0000EBE3"	"658F"	"0001078F"	"dialogue"	""	""	"いずみが　ある。"	""
"0000EBE7"	"6598"	"00010798"	"dialogue"	""	""	"さいだん　が　ある。
なにか　きざんで　ある。
おおむかしの　もじ　かもしれない。"	""
"0000EBEB"	"65C2"	"000107C2"	"dialogue"	""	""	"ＭＡＸ―ＭＦちが　１６０になった！"	""
"0000EBEF"	"65D4"	"000107D4"	"dialogue"	""	""	"パスワ―ドを　みますか？
　みる(ＰＡＳＳＷＯＲＤ)
　みない(ＣＯＮＴＩＮＵＥ)"	""
"0000EBF3"	"65FE"	"000107FE"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"がんばって　くださいね。"	""
"0000EBF7"	"660B"	"0001080B"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"・・・・"	""
"0000EBFB"	"6610"	"00010810"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"これは　せかいの　しゅうまつなのでしょ
うか？"	""
"0000EBFF"	"6628"	"00010828"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"ウェスの　ようすを　みてきてくれません
か？"	""
"0000EC03"	"663F"	"0001083F"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"ぎせいしゃに　やすらかな　ねむりを。"	""
"0000EC07"	"6652"	"00010852"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"いったい　なにが　おこっているの？"	""
"0000EC0B"	"6664"	"00010864"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"その　メルティアとは　こだい　インディ
アンのことばで　はざまという　いみよ。
えっ？　ウェルズさん　なにか？"	""
"0000EC0F"	"669C"	"0001089C"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"ぐんが　きゅうえんぶっしの　ア―マ―と
ばくやくを　ぼちに　とうかしてくれるず
だ。"	""
"0000EC13"	"66C7"	"000108C7"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"へんだな　ばくやくも　あるはずだが？"	""
"0000EC17"	"66DA"	"000108DA"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"わたしたちは　どうなるの？"	""
"0000EC1B"	"66E8"	"000108E8"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"ウェスさんとあなたは　いとこどうしね。
クロネンバ―グさんは　しっていると　お
もうけど・・・"	""
"0000EC1F"	"6718"	"00010918"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"うちに　かえれる？"	""
"0000EC23"	"6722"	"00010922"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"くすりを　つかって。"	""
"0000EC27"	"672D"	"0001092D"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"いそがないと　いけないな。"	""
"0000EC2B"	"673B"	"0001093B"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"ブラウニングが　Ｓ―ＳＷＡＴを　せつり
つさせただと。　どうしてやつが？"	""
"0000EC2F"	"6760"	"00010960"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"このしゃしんのこは　２０ねんまえに　ま
ちをでた　ブラウニングの　むすめの　エ
ミリアだな。　そして　ブラウニングには
　ウェスという　むすこも　いるはずだ。"	""
"0000EC33"	"67B0"	"000109B0"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"よみのみち　ですか・・・
ブラウニングのやかたに　たしか　ちかが
・・・"	""
"0000EC37"	"67D5"	"000109D5"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"これは　たしか　としょかんあとの　メダ
リオンだ。"	""
"0000EC3B"	"67EF"	"000109EF"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"ちかどうが　あやしい。　いせきのちかを
てっていてきに　しらべるんだ。"	""
"0000EC3F"	"6813"	"00010A13"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"いずみといけが　ちかどうに・・・なにか
あるな・・・"	""
"0000EC43"	"682E"	"00010A2E"	"dialogue"	"　　　　　　　
ウェス　　　　
"	""	"きみは　メダリオンを　もてるのか・・・
これをもっていてくれ。　メダリオンは　
おれが　けんきゅうしつから　ぬすみ　ち
かしつへ　にげこんだのさ。"	""
"0000EC47"	"6878"	"00010A78"	"dialogue"	"　　　　　　　
ウェス　　　　
"	""	"きみはライラか？　２かいの　とうなんの
こべやに　いってみろ。　きみに　かかわ
るなにかが　あるはずだ。"	""
"0000EC4B"	"68AD"	"00010AAD"	"dialogue"	"　　　　　　　
ウェス　　　　
"	""	"それはエミリアおばさんの　しゃしんだ。
やはりきみも　ブラウニングの　ちをひく
ものなのか・・・"	""
"0000EC4F"	"68DE"	"00010ADE"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"くいものなら　やるぜ。"	""
"0000EC53"	"68EA"	"00010AEA"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"ブラウニングが　じけんのカギを　にぎっ
ておるのじゃ。"	""
"0000EC57"	"6906"	"00010B06"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"こんな　おばばでも　なにか　やくにたつ
じゃろう。　いつでも　きなされ。"	""
"0000EC5B"	"692B"	"00010B2B"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"スティ―ブン・・・かいものにでも・・・"	""
"0000EC5F"	"693F"	"00010B3F"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"スティ―ブンと　またあえるなんて。　あ
りがとう。"	""
"0000EC63"	"6959"	"00010B59"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"もうだいじょうぶ。　クロネンバ―グは　
つれかえった。　なに　ロメロたいさが・
・・"	""
"0000EC67"	"6984"	"00010B84"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"とにかく　ちかどうにある　よみのみちを
みつけなければ。
それに　ロメロたいさと　いっしょにいた
キャッスルも　しんぱいだ。"	""
"0000EC6B"	"69C3"	"00010BC3"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"キャメロンと　あなたのおかげで　たすか
ったわ。　このグレネ―ド・ランチャ―を
つかって。"	""
"0000EC6F"	"69F1"	"00010BF1"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"あなたじしんに　ＰＳしょりをして　うま
くいけば　ＰＳしょりのうりょくが　まえ
よりますはずだけど・・・。
だめね・・・。
わたしの　ちからが　たりないわ。"	""
"0000EC73"	"6A40"	"00010C40"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"ライラ　その　しゃしんは！"	""
"0000EC77"	"6A4E"	"00010C4E"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"エミリアは　いちぞくのちをきらい　この
まちをでて　あなたをうんだわ。　でも　
あなたを　にゅうたいさせたのは・・・ブ
ラウニング・・・あなたのおじいさんよ。"	""
"0000EC7B"	"6A9E"	"00010C9E"	"dialogue"	"　　　　　　　
ロメロ　　　　
"	""	"そこには　ロメロの　したいが　あった。"	""
"0000EC7F"	"6AB2"	"00010CB2"	"dialogue"	"　　　　　　　
スティ―ブン　
"	""	"ぼくは　スティ―ブン。　えっ　フランは
ぶじなんですか。　よかった　ぼくも　き
ょうかいへ　ゆきます。"	""
"0000EC83"	"6AE6"	"00010CE6"	"dialogue"	"　　　　　　　
スティ―ブン　
"	""	"ライラさん。　フランを　たすけて　もら
って　ありがとう。　そうだ　このライト
やくにたつかも？"	""
"0000EC87"	"6B17"	"00010D17"	"dialogue"	""	""	"ライラは　エミリアの　しゃしんを　みつ
けた。"	""
"0000EC8B"	"6B2F"	"00010D2F"	"dialogue"	""	""	"ほかには　なにもない。"	""
"0000EC8F"	"6B3B"	"00010D3B"	"dialogue"	""	""	"ドアは　とじている。"	""
"0000EC93"	"6B46"	"00010D46"	"dialogue"	""	""	"ドアが　ひらいた！"	""
"0000EC97"	"6B50"	"00010D50"	"dialogue"	""	""	"みずが　あって　すすめない。"	""
"0000EC9B"	"6B5F"	"00010D5F"	"dialogue"	""	""	"どこかと　つながって　いるのだろうか？"	""
"0000EC9F"	"6B73"	"00010D73"	"dialogue"	""	""	"としょかんあとの　ようだ。　ここにきて
も　むだなようだ。"	""
"0000ECA3"	"6B91"	"00010D91"	"dialogue"	""	""	"いけがある。　いずみと　かんけいあるの
だろうか？"	""
"0000ECA7"	"6BAB"	"00010DAB"	"dialogue"	""	""	"わきみずの　ようだ。"	""
"0000ECAB"	"6BB6"	"00010DB6"	"dialogue"	""	""	"ア―マ―を　てにいれた"	""
"0000ECAF"	"6BC2"	"00010DC2"	"dialogue"	""	""	"ＭＡＸ―ＭＦちが　１９０になった！"	""
"0000ECB3"	"6BD4"	"00010DD4"	"dialogue"	""	""	"パスワ―ドを　みますか？
　みる(ＰＡＳＳＷＯＲＤ)
　みない(ＣＯＮＴＩＮＵＥ)"	""
"0000ECB7"	"6BFE"	"00010DFE"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"がんばって　くださいね。"	""
"0000ECBB"	"6C0B"	"00010E0B"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"・・・・"	""
"0000ECBF"	"6C10"	"00010E10"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"せいぞんしゃを　はやく　きょうかいへ！"	""
"0000ECC3"	"6C24"	"00010E24"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"ブラウニングの　はかは　いりぐちから　
２れつめ　ひだりから　５ばんめです。"	""
"0000ECC7"	"6C4B"	"00010E4B"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"はかに　これが？"	""
"0000ECCB"	"6C54"	"00010E54"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"まだ　いきのこっている　ひとがいたら　
はやく　きゅうしつを！"	""
"0000ECCF"	"6C74"	"00010E74"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"はざまとは　このせかいと　べつのせかい
の　あいだのことで　まちは　そこに　い
ちしていて　よみのみちが　そのいりぐち
なのね。"	""
"0000ECD3"	"6CB5"	"00010EB5"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"きっと　メダリオンは　よみのみちの　ふ
ういんのため　なにかのかたちを　むすぶ
ように　おかれたのよ。"	""
"0000ECD7"	"6CE9"	"00010EE9"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"ばくやくについて　かくにん　してみる。"	""
"0000ECDB"	"6CFD"	"00010EFD"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"いま　れんらくを　とってるんだが。"	""
"0000ECDF"	"6D0F"	"00010F0F"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"ほんぶは　ばくやくも　いっしょに　とう
かしたらしい。"	""
"0000ECE3"	"6D2B"	"00010F2B"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"あるだけ　きゅうえんぶっしを　くうゆし
てもらおう。　えんぐんもじきのはずだ。"	""
"0000ECE7"	"6D53"	"00010F53"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"とても　キャロルが　かわいそうで。"	""
"0000ECEB"	"6D65"	"00010F65"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"ウェスさんも　なくなられたのですか・・
・
"	""
"0000ECEF"	"6D7C"	"00010F7C"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"いつ　かえれるの？"	""
"0000ECF3"	"6D86"	"00010F86"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"おねえさん　こわいよ。"	""
"0000ECF7"	"6D92"	"00010F92"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"クロネンバ―グさんは　わたしが　みてま
すわ。"	""
"0000ECFB"	"6DAA"	"00010FAA"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"くすりですか？　どうぞ。"	""
"0000ECFF"	"6DB7"	"00010FB7"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"ライラ　きみが　たよりだ。"	""
"0000ED03"	"6DC5"	"00010FC5"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"６つのひかりとは　メダリオンに　ちがい
ない。　はやくのこりを　みつけるんだ。"	""
"0000ED07"	"6DED"	"00010FED"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"すまんが　やくしょまで　つれていってく
れんか？　やはりだめか・・・"	""
"0000ED0B"	"6E10"	"00011010"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"ふむ・・・"	""
"0000ED0F"	"6E16"	"00011016"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"ブラウニングけは　こんどのじけんを　ま
えもって　しっていて　Ｓ―ＳＷＡＴを
つくらせた・・・"	""
"0000ED13"	"6E46"	"00011046"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"これで４つめ！　のこりは２つ。　いせき
のちかの　さいだんといずみに　ひみつが
あるかも・・・"	""
"0000ED17"	"6E76"	"00011076"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"ちかどうのいけは　たぶん　いせきに　よ
くある　トラップだろう。　たぶん　いず
みといけは　つながっているな。　いずみ
のほとりの　あかつちでも　ながしてみる
といい。　そして　どうなったか　おしえ
てくれ。"	""
"0000ED1B"	"6EDF"	"000110DF"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"そうか。　すると　いっぽうを　ふさげば
・・・　クロネンバ―グなら　いいかんが
えを　もっているかも・・・"	""
"0000ED1F"	"6F15"	"00011115"	"dialogue"	"　　　　　　　
ウェス　　　　
"	""	"ウェスの　したいのそばに　なにかのもよ
うが　かいてあった。　どうやら　このも
ようは　ブラウニングの　もんしようのよ
うだ。　また　メダリオンとも　おなじも
ようだった。"	""
"0000ED23"	"6F6C"	"0001116C"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"そろそろきょうかいに　にげるとするか。"	""
"0000ED27"	"6F80"	"00011180"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"この　かえんほうしゃきを　もっていきな
。"	""
"0000ED2B"	"6F96"	"00011196"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"ロジャ―が　ブラウニングを　ほうむった
とき　ひかるいしみたいなものを　みたそ
うだ。"	""
"0000ED2F"	"6FC2"	"000111C2"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"すまねえな。　ばくやくは　おれが　いた
だいちまったんだ。　みせの　ひだりおく
の　たなのうえだ。"	""
"0000ED33"	"6FF4"	"000111F4"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"いせきの　さいだんのいみは　わかったの
かい？"	""
"0000ED37"	"700C"	"0001120C"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"わしなら　さいだんのもじが　よめるはず
じゃ。"	""
"0000ED3B"	"7024"	"00011224"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"もうすこしでひかりが　みえるはずじゃ。"	""
"0000ED3F"	"7038"	"00011238"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"がんばってね。"	""
"0000ED43"	"7040"	"00011240"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"まったく　だんがんが　つうじない　クリ
―チャ―も　いるぜ。"	""
"0000ED47"	"705F"	"0001125F"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"ちかどうを　さぐって　よみのみちを　み
つけだすんだ。"	""
"0000ED4B"	"707B"	"0001127B"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"ブラウニングのちをひく　あなたなら　き
っと　しんりゃくを　とめられるはずよ。"	""
"0000ED4F"	"70A3"	"000112A3"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"あなたによって　ブラウニングは　よみが
えるわけね。"	""
"0000ED53"	"70BE"	"000112BE"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"いずみを　ばくはして　みずを　とめてみ
たらどうかしら。　ちかどうのおくに　い
けるかも・・・"	""
"0000ED57"	"70EE"	"000112EE"	"dialogue"	"　　　　　　　
スティ―ブン　
"	""	"フランとふたりで　けんとうを　いのって
います。"	""
"0000ED5B"	"7107"	"00011307"	"dialogue"	""	""	"たなが　ある。"	""
"0000ED5F"	"710F"	"0001130F"	"dialogue"	""	""	"ばくやくが　あった。"	""
"0000ED63"	"711A"	"0001131A"	"dialogue"	""	""	"ほかには　なにもない。"	""
"0000ED67"	"7126"	"00011326"	"dialogue"	""	""	"ふるい　はかが　ある。"	""
"0000ED6B"	"7132"	"00011332"	"dialogue"	""	""	"ブラウニングの　はか。"	""
"0000ED6F"	"713E"	"0001133E"	"dialogue"	""	""	"はかしたに　かいだんが　ある。"	""
"0000ED73"	"714E"	"0001134E"	"dialogue"	""	""	"みずがあって　すすめない。"	""
"0000ED77"	"715C"	"0001135C"	"dialogue"	""	""	"いけに　さっきながした　あかつちが　う
いてきた！　ホイットマンさんに　ほうこ
くを・・・"	""
"0000ED7B"	"718A"	"0001138A"	"dialogue"	""	""	"ふるい　せきひが　ある。"	""
"0000ED7F"	"7197"	"00011397"	"dialogue"	""	""	"ふしぎな　もじが　かかれている。
これをよめるのは　オマド―ンだけだ。"	""
"0000ED83"	"71BB"	"000113BB"	"dialogue"	""	""	"オマド―ンは　もじを　よみあげた。

まちをおおう　６つのひかりが　かたちづ
くる　《ふういん》がくずれ　よみのみち
ひらかれしとき　いけいの　ものども　あ
ふれきたらん。"	""
"0000ED87"	"7212"	"00011412"	"dialogue"	""	""	"としょかんあとの　ようだ。"	""
"0000ED8B"	"7220"	"00011420"	"dialogue"	""	""	"いずみがある。
いけと　かんけいありそうだ。"	""
"0000ED8F"	"7237"	"00011437"	"dialogue"	""	""	"ライラは　あかつちを　ながした。"	""
"0000ED93"	"7248"	"00011448"	"dialogue"	""	""	"いずみがある。"	""
"0000ED97"	"7250"	"00011450"	"dialogue"	""	""	"ばくやくを　セットした。
ボタンを　おしてください！"	""
"0000ED9B"	"726B"	"0001146B"	"dialogue"	""	""	"４つめの　メダリオンを　てにいれた。"	""
"0000ED9F"	"727E"	"0001147E"	"dialogue"	""	""	"ＭＡＸ―ＭＦちが　２２０になった！"	""
"0000EDA3"	"7290"	"00011490"	"dialogue"	""	""	"パスワ―ドを　みますか？
　みる(ＰＡＳＳＷＯＲＤ)
　みない(ＣＯＮＴＩＮＵＥ)"	""
"0000EDA7"	"72BA"	"000114BA"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"がんばって　くださいね。"	""
"0000EDAB"	"72C7"	"000114C7"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"わたしは　ただいのる　だけです。"	""
"0000EDAF"	"72D8"	"000114D8"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"しんだひとの　ごめいふくを　いのりまし
ょう。"	""
"0000EDB3"	"72F0"	"000114F0"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"ウェルズちょうちょうなら　でていったわ
。"	""
"0000EDB7"	"7306"	"00011506"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"ブラウニングいちぞくも　いじげんから？"	""
"0000EDBB"	"731A"	"0001151A"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"・・・"	""
"0000EDBF"	"731E"	"0001151E"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"ほんぶからぶっしが　おくられてくるぜ。"	""
"0000EDC3"	"7332"	"00011532"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"なんてこった・・・"	""
"0000EDC7"	"733C"	"0001153C"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"キャロルも　おちついて　きたわ。"	""
"0000EDCB"	"734D"	"0001154D"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"かいはつに　あたって　ちょうちょうに　
ワイロが　わたったという　うわさがあっ
たわ。　えっ　ちょうちょうは　どこにい
ったのよ？"	""
"0000EDCF"	"738F"	"0001158F"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"わたしたちが　いきのこらなければ・・・"	""
"0000EDD3"	"73A3"	"000115A3"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"わたし　へいきよ。"	""
"0000EDD7"	"73AD"	"000115AD"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"おねえさん　クロネンバ―グさんが・・・"	""
"0000EDDB"	"73C1"	"000115C1"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"クロネンバ―グさんは　かなりじゅうしょ
うです。"	""
"0000EDDF"	"73DA"	"000115DA"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"くすりですか？　どうぞ。"	""
